结算时间,订单号,子订单号,结算金额,结算账户,结算单类型,有结算前退款,下单时间,商品ID,商品数量,业务类型,订单类型,订单总价,商品总价,运费,店铺劵,结算前退款金额,平台补贴,达人补贴,抖音支付补贴,抖音月付营销补贴,银行补贴,以旧换新抵扣,平台补贴运费,用户实付,收入合计,平台服务费,达人佣金,服务商佣金,渠道分成,招商服务费,站外推广费,其他分成,其他分成说明,支出合计,是否免佣,免佣金额,备注,dyOrder
2024/7/1 8:55,'6931041179839895208,'6931041179839895208,410.62,聚合账户,已结算,否,2024/6/18 19:47,'3688051480515969377,1,小店自卖,普通订单,459,459,0,40,0,40,0,0,0,0,0,0,379,419,-8.38,0,0,0,0,0,0,,-8.38,,0,,''6931041179839895208
2024/7/1 8:54,'6931100505456186850,'6931100505456186850,410.62,聚合账户,已结算,否,2024/6/20 17:08,'3688051480515969377,1,小店自卖,普通订单,459,459,0,40,0,3,0,0,0,0,0,0,416,419,-8.38,0,0,0,0,0,0,,-8.38,,0,,''6931100505456186850
2024/7/1 8:53,'6931094303780181618,'6931094303780181618,263.62,聚合账户,已结算,否,2024/6/20 16:22,'3653768848580183172,1,小店自卖,普通订单,269,269,0,130,0,0,0,0,0,0,0,0,269,269,-5.38,0,0,0,0,0,0,,-5.38,,0,,''6931094303780181618
2024/7/1 8:43,'6931114466968934332,'6931114466968934332,146.02,聚合账户,已结算,否,2024/6/20 17:58,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931114466968934332
2024/7/1 9:55,'6931096504464512602,'6931096504464512602,234.22,聚合账户,已结算,否,2024/6/20 16:34,'3645602464511698399,1,小店自卖,普通订单,339,339,0,100,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931096504464512602
2024/7/1 9:50,'6931072134681203928,'6931072134681203928,244.02,聚合账户,已结算,否,2024/6/19 18:34,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,6,0,0,0,0,243,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931072134681203928
2024/7/1 10:01,'6931096620477978578,'6931096620477978578,146.02,聚合账户,已结算,否,2024/6/20 17:18,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931096620477978578
2024/7/1 11:49,'6931311306284930901,'6931311306284930901,185.22,聚合账户,已结算,否,2024/6/25 18:23,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931311306284930901
2024/7/1 11:46,'6931056740821243784,'6931056740821243784,106.82,聚合账户,已结算,否,2024/6/19 18:25,'3659700741888734656,1,小店自卖,普通订单,139,139,0,30,0,0,0,0,0,0,0,0,109,109,-2.18,0,0,0,0,0,0,,-2.18,,0,,''6931056740821243784
2024/7/1 11:38,'6931379209673905375,'6931379209673905375,185.22,聚合账户,已结算,否,2024/6/26 16:18,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931379209673905375
2024/7/1 11:38,'6931078698695989097,'6931078698695989097,351.82,聚合账户,已结算,否,2024/6/19 19:48,'3653768848580183172,1,小店自卖,普通订单,359,359,0,140,0,0,0,0,3,0,0,0,356,359,-7.18,0,0,0,0,0,0,,-7.18,,0,,''6931078698695989097
2024/7/1 11:35,'6931078722256311381,'6931078722256311381,244.02,聚合账户,已结算,否,2024/6/19 19:52,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931078722256311381
2024/7/1 11:24,'6931052368144111565,'6931052368144111565,273.42,聚合账户,已结算,否,2024/6/19 18:42,'3653768848580183172,1,小店自卖,普通订单,279,279,0,130,0,0,0,0,0,0,0,0,279,279,-5.58,0,0,0,0,0,0,,-5.58,,0,,''6931052368144111565
2024/7/1 11:20,'6931091969046877819,'6931091969046877819,234.22,聚合账户,已结算,否,2024/6/20 16:07,'3645602464511698399,1,小店自卖,普通订单,339,339,0,100,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931091969046877819
2024/7/1 11:10,'6931074410433680645,'6931074410433680645,391.02,聚合账户,已结算,否,2024/6/19 19:04,'3653768848580183172,1,小店自卖,普通订单,399,399,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931074410433680645
2024/7/1 11:02,'6931315531931719449,'6931315531931719449,400.82,聚合账户,已结算,否,2024/6/25 16:53,'3653768848580183172,1,小店自卖,普通订单,529,529,0,120,0,0,0,0,0,0,0,0,409,409,-8.18,0,0,0,0,0,0,,-8.18,,0,,''6931315531931719449
2024/7/1 11:01,'6931261921561483111,'6931261921561483111,48.02,聚合账户,已结算,否,2024/6/24 17:08,'3661155520586365583,1,小店自卖,普通订单,49,49,0,0,0,0,0,0,0,0,0,0,49,49,-0.98,0,0,0,0,0,0,,-0.98,,0,,''6931261921561483111
2024/7/1 12:15,'6931090065903260795,'6931090065903260795,48.02,聚合账户,已结算,否,2024/6/20 16:47,'3661155520586365583,1,小店自卖,普通订单,49,49,0,0,0,0,0,0,0,0,0,0,49,49,-0.98,0,0,0,0,0,0,,-0.98,,0,,''6931090065903260795
2024/7/1 12:13,'6931118762446690038,'6931118762446690038,283.22,聚合账户,已结算,否,2024/6/20 18:29,'3645602464511698399,1,小店自卖,普通订单,389,389,0,100,0,0,0,0,0,0,0,0,289,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931118762446690038
2024/7/1 12:03,'6931102762254931588,'6931102762254931588,351.82,聚合账户,已结算,否,2024/6/20 17:52,'3653768848580183172,1,小店自卖,普通订单,359,359,0,140,0,0.6,0,0,0.66,0,0,0,357.74,359,-7.18,0,0,0,0,0,0,,-7.18,,0,,''6931102762254931588
2024/7/1 12:00,'6931074528483087843,'6931074528483087843,410.62,聚合账户,已结算,否,2024/6/19 19:09,'3632572065984452761,1,小店自卖,普通订单,419,419,0,100,0,6,0,0,30,0,0,0,383,419,-8.38,0,0,0,0,0,0,,-8.38,,0,,''6931074528483087843
2024/7/1 13:48,'6931100434791012324,'6931100434791012324,234.22,聚合账户,已结算,否,2024/6/20 17:19,'3645602464511698399,1,小店自卖,普通订单,339,339,0,100,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931100434791012324
2024/7/1 15:47,'6931112538048762892,'6931112538048762892,175.42,聚合账户,已结算,否,2024/6/20 18:00,'3621112255317429906,1,小店自卖,普通订单,239,239,0,60,0,100,0,0,0,0,0,0,79,179,-3.58,0,0,0,0,0,0,,-3.58,,0,,''6931112538048762892
2024/7/1 15:34,'6931085358803719249,'6931085358803719249,48.02,聚合账户,已结算,否,2024/6/20 17:08,'3661155520586365583,1,小店自卖,普通订单,49,49,0,0,0,22.2,0,0,0,0,0,0,26.8,49,-0.98,0,0,0,0,0,0,,-0.98,,0,,''6931085358803719249
2024/7/1 15:33,'6931076536088467189,'6931076536088467189,361.62,聚合账户,已结算,否,2024/6/19 19:57,'3632572065984452761,1,小店自卖,普通订单,369,369,0,100,0,200,0,0,3,0,0,0,166,369,-7.38,0,0,0,0,0,0,,-7.38,,0,,''6931076536088467189
2024/7/1 15:29,'6931092021793723980,'6931092021793723980,410.62,聚合账户,已结算,否,2024/6/20 16:43,'3688051480515969377,1,小店自卖,普通订单,459,459,0,40,0,15,0,0,0,0,0,0,404,419,-8.38,0,0,0,0,0,0,,-8.38,,0,,''6931092021793723980
2024/7/1 15:24,'6931335854964544690,'6931335854964544690,185.22,聚合账户,已结算,否,2024/6/25 17:50,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,1,0,0,0,188,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931335854964544690
2024/7/1 15:20,'6931284283156468868,'6931284283156468868,106.82,聚合账户,已结算,否,2024/6/24 17:33,'3659700741888734656,1,小店自卖,普通订单,139,139,0,30,0,0,0,0,0,0,0,0,109,109,-2.18,0,0,0,0,0,0,,-2.18,,0,,''6931284283156468868
2024/7/1 16:01,'6931324878632720356,'6931324878632720356,185.22,聚合账户,已结算,否,2024/6/25 19:14,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,20,0,0,0,0,169,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931324878632720356
2024/7/1 19:21,'6931076398852150834,'6931076398852150834,283.22,聚合账户,已结算,否,2024/6/19 18:37,'3632572065984452761,1,小店自卖,普通订单,289,289,0,80,0,15,0,0,0,0,0,0,274,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931076398852150834
2024/7/2 8:54,'6917661159931838279,'6917661159931838279,175.42,聚合账户,已结算,否,2024/6/21 16:41,'3621112255317429906,1,小店自卖,普通订单,239,239,0,60,0,0.88,0,0,0,0,0,0,178.12,179,-3.58,0,0,0,0,0,0,,-3.58,,0,,''6917661159931838279
2024/7/2 8:54,'6931383635758290140,'6931383635758290140,185.22,聚合账户,已结算,否,2024/6/26 18:44,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931383635758290140
2024/7/2 8:51,'6931282158799426745,'6931282158799426745,244.02,聚合账户,已结算,否,2024/6/24 17:28,'3645602464511698399,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,2,0,0,0,247,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931282158799426745
2024/7/2 8:44,'6931331475307173723,'6931331475307173723,185.22,聚合账户,已结算,否,2024/6/25 19:17,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931331475307173723
2024/7/2 8:44,'6931140504836773551,'6931140504836773551,195.02,聚合账户,已结算,否,2024/6/21 16:20,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931140504836773551
2024/7/2 8:44,'6931343345916188513,'6931343345916188513,185.22,聚合账户,已结算,否,2024/6/25 19:39,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931343345916188513
2024/7/2 8:43,'6931154585812145630,'6931154585812145630,371.42,聚合账户,已结算,否,2024/6/21 16:18,'3653768848580183172,1,小店自卖,普通订单,499,499,0,120,0,0,0,0,0,0,0,0,379,379,-7.58,0,0,0,0,0,0,,-7.58,,0,,''6931154585812145630
2024/7/2 9:46,'6931116742487119097,'6931116742487119097,391.02,聚合账户,已结算,否,2024/6/20 19:54,'3653768848580183172,1,小店自卖,普通订单,399,399,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931116742487119097
2024/7/2 9:44,'6931314354355967526,'6931314354355967526,283.22,聚合账户,已结算,否,2024/6/25 16:10,'3632572065984452761,1,小店自卖,普通订单,369,369,0,80,0,0,0,0,0,0,0,0,289,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931314354355967526
2024/7/2 9:44,'6931311460219753544,'6931311460219753544,175.42,聚合账户,已结算,否,2024/6/25 19:33,'3621112255317429906,1,小店自卖,普通订单,239,239,0,60,0,0,0,0,0,0,0,0,179,179,-3.58,0,0,0,0,0,0,,-3.58,,0,,''6931311460219753544
2024/7/2 9:43,'6917654058753850821,'6917654058753850821,116.62,聚合账户,已结算,否,2024/6/21 16:30,'3621112255317429906,1,小店自卖,普通订单,179,179,0,60,0,0,0,0,0,0,0,0,119,119,-2.38,0,0,0,0,0,0,,-2.38,,0,,''6917654058753850821
2024/7/2 9:43,'6931376926886335663,'6931376926886335663,244.02,聚合账户,已结算,否,2024/6/26 16:59,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931376926886335663
2024/7/2 9:42,'6931114588456425305,'6931114588456425305,185.22,聚合账户,已结算,否,2024/6/20 19:05,'3645602464511698399,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931114588456425305
2024/7/2 10:42,'6931139149208622172,'6931139149208622172,391.02,聚合账户,已结算,否,2024/6/21 18:23,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,8,0,0,0,0,0,0,391,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931139149208622172
2024/7/2 10:39,'6931140665396303705,'6931140665396303705,391.02,聚合账户,已结算,否,2024/6/21 18:14,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931140665396303705
2024/7/2 11:56,'6931317744770225558,'6931317744770225558,244.02,聚合账户,已结算,否,2024/6/25 17:08,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931317744770225558
2024/7/2 11:55,'6917661519958376016,'6917661519958376016,410.62,聚合账户,已结算,否,2024/6/21 17:11,'3688051480515969377,1,小店自卖,普通订单,459,459,0,40,0,0,0,0,0,0,0,0,419,419,-8.38,0,0,0,0,0,0,,-8.38,,0,,''6917661519958376016
2024/7/2 11:45,'6931154867149281053,'6931154867149281053,146.02,聚合账户,已结算,否,2024/6/21 17:35,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931154867149281053
2024/7/2 11:45,'6917658955616484899,'6917658955616484899,195.02,聚合账户,已结算,否,2024/6/21 16:37,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6917658955616484899
2024/7/2 11:45,'6931123452735591739,'6931123452735591739,185.22,聚合账户,已结算,否,2024/6/20 19:54,'3645602464511698399,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931123452735591739
2024/7/2 11:45,'6917658906001473212,'6917658906001473212,283.22,聚合账户,已结算,否,2024/6/21 16:18,'3632572065984452761,1,小店自卖,普通订单,369,369,0,80,0,0,0,0,0,0,0,0,289,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6917658906001473212
2024/7/2 11:44,'6931311353572169505,'6931311353572169505,371.42,聚合账户,已结算,否,2024/6/25 18:44,'3653768848580183172,1,小店自卖,普通订单,499,499,0,120,0,0,0,0,0,0,0,0,379,379,-7.58,0,0,0,0,0,0,,-7.58,,0,,''6931311353572169505
2024/7/2 11:44,'6931385460802524863,'6931385460802524863,234.22,聚合账户,已结算,否,2024/6/26 17:41,'3620016564239264842,1,小店自卖,普通订单,279,279,0,40,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931385460802524863
2024/7/2 11:43,'6931327410350659526,'6931327410350659526,185.22,聚合账户,已结算,否,2024/6/25 18:00,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931327410350659526
2024/7/2 11:30,'6931193628556137743,'6931193628556137743,195.02,聚合账户,已结算,否,2024/6/22 18:00,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931193628556137743
2024/7/2 11:20,'6931071897149970333,'6931071897149970333,185.22,聚合账户,已结算,否,2024/6/19 16:43,'3645602464511698399,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931071897149970333
2024/7/2 12:55,'6917658776648744845,'6917658776648744845,146.02,聚合账户,已结算,否,2024/6/21 16:32,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6917658776648744845
2024/7/2 12:16,'6931138939219940675,'6931138939219940675,136.22,聚合账户,已结算,否,2024/6/21 16:27,'3621112255317429906,1,小店自卖,普通订单,199,199,0,60,0,0,0,0,0,0,0,0,139,139,-2.78,0,0,0,0,0,0,,-2.78,,0,,''6931138939219940675
2024/7/2 12:08,'6931331351940568291,'6931331351940568291,185.22,聚合账户,已结算,否,2024/6/25 17:34,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931331351940568291
2024/7/2 12:06,'6931333759408018960,'6931333759408018960,185.22,聚合账户,已结算,否,2024/6/25 16:14,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931333759408018960
2024/7/2 12:05,'6931323164729546679,'6931323164729546679,244.02,聚合账户,已结算,否,2024/6/25 17:46,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931323164729546679
2024/7/2 13:43,'6931317624375940151,'6931317624375940151,244.02,聚合账户,已结算,否,2024/6/25 16:45,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931317624375940151
2024/7/2 13:42,'6931277464932325124,'6931277464932325124,29.3,聚合账户,已结算,否,2024/6/24 16:46,'3661517098884160827,1,小店自卖,普通订单,29.9,29.9,0,0,0,0,0,0,0,0,0,0,29.9,29.9,-0.6,0,0,0,0,0,0,,-0.6,,0,,''6931277464932325124
2024/7/2 15:58,'6931379165631813258,'6931379165631813258,400.82,聚合账户,已结算,否,2024/6/26 16:51,'3653768848580183172,1,小店自卖,普通订单,529,529,0,120,0,0,0,0,0,0,0,0,409,409,-8.18,0,0,0,0,0,0,,-8.18,,0,,''6931379165631813258
2024/7/2 15:45,'6931333799922243329,'6931333799922243329,185.22,聚合账户,已结算,否,2024/6/25 17:15,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931333799922243329
2024/7/2 15:33,'6931342761161331748,'6931342761161331748,185.22,聚合账户,已结算,否,2024/6/25 16:21,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931342761161331748
2024/7/2 15:31,'6917668486406536996,'6917668486406536996,400.82,聚合账户,已结算,否,2024/6/21 16:54,'3653768848580183172,1,小店自卖,普通订单,529,529,0,120,0,0,0,0,0,0,0,0,409,409,-8.18,0,0,0,0,0,0,,-8.18,,0,,''6917668486406536996
2024/7/2 15:24,'6931336102340073180,'6931336102340073180,195.02,聚合账户,已结算,否,2024/6/25 18:43,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,0,0,0,0,0,0,0,199,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931336102340073180
2024/7/2 15:22,'6931118954144535772,'6931118954144535772,146.02,聚合账户,已结算,否,2024/6/20 20:02,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931118954144535772
2024/7/2 15:15,'6931103058486171071,'6931103058486171071,234.22,聚合账户,已结算,否,2024/6/20 19:01,'3645602464511698399,1,小店自卖,普通订单,339,339,0,100,0,0,0,0,0,0,0,0,239,239,-4.78,0,0,0,0,0,0,,-4.78,,0,,''6931103058486171071
2024/7/2 16:55,'6931155003474187401,'6931155003474187401,430.22,聚合账户,已结算,否,2024/6/21 19:06,'3632572065984452761,1,小店自卖,普通订单,519,519,0,80,0,0,0,0,0,0,0,0,439,439,-8.78,0,0,0,0,0,0,,-8.78,,0,,''6931155003474187401
2024/7/2 16:02,'6931322957332026649,'6931322957332026649,244.02,聚合账户,已结算,否,2024/6/25 16:27,'3690835059750862959,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931322957332026649
2024/7/2 16:02,'6930556722357802723,'6930556722357802723,283.22,聚合账户,已结算,否,2024/6/5 18:37,'3632572065984452761,1,小店自卖,普通订单,289,289,0,80,0,15,0,0,0,0,0,0,274,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6930556722357802723
2024/7/2 17:17,'6931112637715912031,'6931112637715912031,410.62,聚合账户,已结算,否,2024/6/20 19:36,'3632572065984452761,1,小店自卖,普通订单,419,419,0,100,0,0,0,0,0,0,0,0,419,419,-8.38,0,0,0,0,0,0,,-8.38,,0,,''6931112637715912031
2024/7/2 19:10,'6931335750062643059,'6931335750062643059,189,聚合账户,已结算,否,2024/6/25 16:56,'3690835059750862959,1,小店自卖,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,189,189,0,0,0,0,0,0,0,,0,,0,,''6931335750062643059
2024/7/3 8:56,'6931420305596225493,'6931420305596225493,146.02,聚合账户,已结算,否,2024/6/27 16:34,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931420305596225493
2024/7/3 8:54,'6931381579874440711,'6931381579874440711,244.02,聚合账户,已结算,否,2024/6/26 17:27,'3645602464511698399,1,小店自卖,普通订单,349,349,0,100,0,0,0,0,0,0,0,0,249,249,-4.98,0,0,0,0,0,0,,-4.98,,0,,''6931381579874440711
2024/7/3 8:53,'6931152203492758770,'6931152203492758770,146.02,聚合账户,已结算,否,2024/6/21 18:57,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931152203492758770
2024/7/3 9:49,'6931372149043435051,'6931372149043435051,146.02,聚合账户,已结算,否,2024/6/26 18:56,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931372149043435051
2024/7/3 11:52,'6931363475568924415,'6931363475568924415,185.22,聚合账户,已结算,否,2024/6/26 18:26,'3690835059750862959,1,小店自卖,普通订单,289,289,0,100,0,0,0,0,0,0,0,0,189,189,-3.78,0,0,0,0,0,0,,-3.78,,0,,''6931363475568924415
2024/7/3 11:52,'6931281006714426686,'6931281006714426686,391.02,聚合账户,已结算,否,2024/6/24 19:45,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931281006714426686
2024/7/3 11:43,'6931335715738686940,'6931335715738686940,283.22,聚合账户,已结算,否,2024/6/25 16:54,'3632572065984452761,1,小店自卖,普通订单,369,369,0,80,0,0,0,0,0,0,0,0,289,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931335715738686940
2024/7/3 11:43,'6931148049352169259,'6931148049352169259,371.42,聚合账户,已结算,否,2024/6/21 19:35,'3653768848580183172,1,小店自卖,普通订单,499,499,0,120,0,0,0,0,0,0,0,0,379,379,-7.58,0,0,0,0,0,0,,-7.58,,0,,''6931148049352169259
2024/7/3 11:43,'6931435494614766976,'6931435494614766976,195.02,聚合账户,已结算,否,2024/6/27 19:02,'3645602464511698399,1,小店自卖,普通订单,299,299,0,100,0,0,0,1,0,0,0,0,198,199,-3.98,0,0,0,0,0,0,,-3.98,,0,,''6931435494614766976
2024/7/3 11:41,'6931158033711765215,'6931158033711765215,371.42,聚合账户,已结算,否,2024/6/22 10:44,'3653768848580183172,1,小店自卖,普通订单,499,499,0,120,0,0,0,0,0,0,0,0,379,379,-7.58,0,0,0,0,0,0,,-7.58,,0,,''6931158033711765215
2024/7/3 11:03,'6931369931122087530,'6931369931122087530,136.22,聚合账户,已结算,否,2024/6/26 16:10,'3621112255317429906,1,小店自卖,普通订单,199,199,0,60,0,0,0,0,0,0,0,0,139,139,-2.78,0,0,0,0,0,0,,-2.78,,0,,''6931369931122087530
2024/7/3 11:02,'6931385244813104620,'6931385244813104620,371.42,聚合账户,已结算,否,2024/6/26 16:07,'3653768848580183172,1,小店自卖,普通订单,499,499,0,120,0,0,0,0,0,0,0,0,379,379,-7.58,0,0,0,0,0,0,,-7.58,,0,,''6931385244813104620
2024/7/3 11:01,'6931205975784232684,'6931205975784232684,371.42,聚合账户,已结算,否,2024/6/22 19:41,'3653768848580183172,1,小店自卖,普通订单,499,499,0,120,0,0,0,0,0,0,0,0,379,379,-7.58,0,0,0,0,0,0,,-7.58,,0,,''6931205975784232684
2024/7/3 12:38,'6931345280879826204,'6931345280879826204,146.02,聚合账户,已结算,否,2024/6/25 19:41,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931345280879826204
2024/7/3 12:24,'6931336270230197559,'6931336270230197559,146.02,聚合账户,已结算,否,2024/6/25 20:24,'3645602464511698399,1,小店自卖,普通订单,249,249,0,100,0,0,0,0,0,0,0,0,149,149,-2.98,0,0,0,0,0,0,,-2.98,,0,,''6931336270230197559
2024/7/3 14:00,'6931433541222471009,'6931433541222471009,283.22,聚合账户,已结算,否,2024/6/27 19:20,'3632572065984452761,1,小店自卖,普通订单,369,369,0,80,0,15,0,0,0,0,0,0,274,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931433541222471009
2024/7/3 13:42,'6931156471507916506,'6931156471507916506,410.62,聚合账户,已结算,否,2024/6/21 18:58,'3688051480515969377,1,小店自卖,普通订单,459,459,0,40,0,0,0,0,0,0,0,0,419,419,-8.38,0,0,0,0,0,0,,-8.38,,0,,''6931156471507916506
2024/7/3 15:50,'6931174423364441931,'6931174423364441931,106.82,聚合账户,已结算,否,2024/6/22 18:08,'3659700741888734656,1,小店自卖,普通订单,139,139,0,30,0,15,0,0,0,0,0,0,94,109,-2.18,0,0,0,0,0,0,,-2.18,,0,,''6931174423364441931
2024/7/3 15:40,'6931440231291687972,'6931440231291687972,391.02,聚合账户,已结算,否,2024/6/27 16:56,'3653768848580183172,1,小店自卖,普通订单,519,519,0,120,0,0,0,0,0,0,0,0,399,399,-7.98,0,0,0,0,0,0,,-7.98,,0,,''6931440231291687972
2024/7/3 15:40,'6931324678304896103,'6931324678304896103,400.82,聚合账户,已结算,否,2024/6/25 18:37,'3653768848580183172,1,小店自卖,普通订单,529,529,0,120,0,0,0,0,0,0,0,0,409,409,-8.18,0,0,0,0,0,0,,-8.18,,0,,''6931324678304896103
2024/7/3 15:21,'6931379121431385174,'6931379121431385174,283.22,聚合账户,已结算,否,2024/6/26 17:05,'3632572065984452761,1,小店自卖,普通订单,369,369,0,80,0,0,0,0,0,0,0,0,289,289,-5.78,0,0,0,0,0,0,,-5.78,,0,,''6931379121431385174
